State,FIPS,Name,Area,People2010
VA,51119,Middlesex County,130.31,10959
VA,51121,Montgomery County,387.01,94392
VA,51125,Nelson County,470.86,15020
VA,51127,New Kent County,209.73,18429
VA,51131,Northampton County,211.61,12389
VA,51133,Northumberland County,191.30,12330
VA,51135,Nottoway County,314.39,15853
VA,51137,Orange County,340.78,33481
VA,51139,Page County,310.86,24042
VA,51141,Patrick County,483.10,18490
VA,51143,Pittsylvania County,968.94,63506
VA,51145,Powhatan County,260.22,28046
VA,51147,Prince Edward County,349.96,23368
VA,51149,Prince George County,265.16,35725
VA,51153,Prince William County,336.40,402002
VA,51155,Pulaski County,319.86,34872
VA,51157,Rappahannock County,266.23,7373
VA,51159,Richmond County,191.49,9254
VA,51161,Roanoke County,250.52,92376
VA,51163,Rockbridge County,597.56,22307
VA,51165,Rockingham County,849.09,76314
VA,51167,Russell County,473.82,28897
VA,51169,Scott County,535.53,23177
VA,51171,Shenandoah County,508.78,41993
VA,51173,Smyth County,450.93,32208
VA,51175,Southampton County,599.14,18570
VA,51177,Spotsylvania County,401.50,122397
VA,51179,Stafford County,268.96,128961
VA,51181,Surry County,278.95,7058
VA,51183,Sussex County,490.22,12087
VA,51185,Tazewell County,518.85,45078
VA,51187,Warren County,213.47,37575
VA,51191,Washington County,560.97,54876
VA,51193,Westmoreland County,229.37,17454
VA,51195,Wise County,403.19,41452
VA,51197,Wythe County,461.82,29235
VA,51199,York County,104.78,65464
VA,51510,Alexandria city,15.03,139966
VA,51515,Bedford city,6.88,6222
VA,51520,Bristol city,13.01,17835
VA,51530,Buena Vista city,6.70,6650
VA,51540,Charlottesville city,10.24,43475
VA,51550,Chesapeake city,340.80,222209
VA,51570,Colonial Heights city,7.52,17411
VA,51580,Covington city,5.47,5961
VA,51590,Danville city,42.93,43055
VA,51595,Emporia city,6.89,5927
VA,51600,Fairfax city,6.24,22565
VA,51610,Falls Church city,2.00,12332
VA,51620,Franklin city,8.21,8582
VA,51630,Fredericksburg city,10.44,24286
VA,51640,Galax city,8.24,7042
VA,51650,Hampton city,51.41,137436
VA,51660,Harrisonburg city,17.42,48914
VA,51670,Hopewell city,10.28,22591
VA,51678,Lexington city,2.50,7042
VA,51680,Lynchburg city,49.13,75568
VA,51683,Manassas city,9.88,37821
VA,51685,Manassas Park city,2.53,14273
VA,51690,Martinsville city,10.96,13821
VA,51700,Newport News city,68.71,180719
VA,51710,Norfolk city,54.12,242803
VA,51720,Norton city,7.48,3958
VA,51730,Petersburg city,22.93,32420
VA,51735,Poquoson city,15.32,12150
VA,51740,Portsmouth city,33.65,95535
VA,51750,Radford city,9.87,16408
VA,51760,Richmond city,59.81,204214
VA,51770,Roanoke city,42.56,97032
VA,51775,Salem city,14.44,24802
VA,51790,Staunton city,19.98,23746
VA,51800,Suffolk city,400.17,84585
VA,51810,Virginia Beach city,249.02,437994
VA,51820,Waynesboro city,15.04,21006
VA,51830,Williamsburg city,9.02,14068
VA,51840,Winchester city,9.23,26203
WA,53001,Adams County,1924.98,18728
WA,53003,Asotin County,636.21,21623
WA,53005,Benton County,1700.38,175177
WA,53007,Chelan County,2920.52,72453
WA,53009,Clallam County,1738.33,71404
WA,53011,Clark County,629.00,425363
WA,53013,Columbia County,868.63,4078
WA,53015,Cowlitz County,1140.13,102410
WA,53017,Douglas County,1819.26,38431
WA,53019,Ferry County,2203.16,7551
WA,53021,Franklin County,1242.17,78163
WA,53023,Garfield County,710.69,2266
WA,53025,Grant County,2679.51,89120
WA,53027,Grays Harbor County,1902.03,72797
WA,53029,Island County,208.45,78506
WA,53031,Jefferson County,1803.70,29872
WA,53033,King County,2115.57,1931249
WA,53035,Kitsap County,394.94,251133
WA,53037,Kittitas County,2297.27,40915
WA,53039,Klickitat County,1871.31,20318
WA,53041,Lewis County,2402.80,75455
WA,53043,Lincoln County,2310.49,10570
WA,53045,Mason County,959.42,60699
WA,53047,Okanogan County,5267.98,41120
WA,53049,Pacific County,932.66,20920
WA,53051,Pend Oreille County,1399.99,13001
WA,53053,Pierce County,1669.51,795225
WA,53055,San Juan County,173.91,15769
WA,53057,Skagit County,1731.20,116901
WA,53059,Skamania County,1655.68,11066
WA,53061,Snohomish County,2087.27,713335
WA,53063,Spokane County,1763.79,471221
WA,53065,Stevens County,2477.76,43531
WA,53067,Thurston County,721.96,252264
WA,53069,Wahkiakum County,263.38,3978
WA,53071,Walla Walla County,1270.13,58781
WA,53073,Whatcom County,2106.86,201140
WA,53075,Whitman County,2159.09,44776
WA,53077,Yakima County,4295.40,243231
WV,54001,Barbour County,341.06,16589
WV,54003,Berkeley County,321.14,104169
WV,54005,Boone County,501.54,24629
WV,54007,Braxton County,510.81,14523
WV,54009,Brooke County,89.20,24069
WV,54011,Cabell County,281.02,96319
WV,54013,Calhoun County,279.25,7627
WV,54015,Clay County,341.90,9386
WV,54017,Doddridge County,319.72,8202
WV,54019,Fayette County,661.55,46039
WV,54021,Gilmer County,338.50,8693
WV,54023,Grant County,477.37,11937
WV,54025,Greenbrier County,1019.57,35480
WV,54027,Hampshire County,640.25,23964
WV,54029,Hancock County,82.61,30676
WV,54031,Hardy County,582.31,14025
WV,54033,Harrison County,416.01,69099
WV,54035,Jackson County,464.35,29211
WV,54037,Jefferson County,209.63,53498
WV,54039,Kanawha County,901.59,193063
WV,54041,Lewis County,384.90,16372
WV,54043,Lincoln County,437.04,21720
WV,54045,Logan County,453.74,36743
WV,54047,McDowell County,533.46,22113
WV,54049,Marion County,308.74,56418
WV,54051,Marshall County,305.43,33107
WV,54053,Mason County,430.75,27324
WV,54055,Mercer County,418.99,62264
WV,54057,Mineral County,327.83,28212
WV,54059,Mingo County,423.11,26839
WV,54061,Monongalia County,360.06,96189
WV,54063,Monroe County,472.75,13502
WV,54065,Morgan County,229.07,17541
WV,54067,Nicholas County,646.82,26233
WV,54069,Ohio County,105.82,44443
WV,54071,Pendleton County,696.05,7695
WV,54073,Pleasants County,130.10,7605
WV,54075,Pocahontas County,940.28,8719
WV,54077,Preston County,648.80,33520
WV,54079,Putnam County,345.67,55486
WV,54081,Raleigh County,605.35,78859
WV,54083,Randolph County,1039.68,29405
WV,54085,Ritchie County,451.99,10449
WV,54087,Roane County,483.56,14926
WV,54089,Summers County,360.46,13927
WV,54091,Taylor County,172.77,16895
WV,54093,Tucker County,418.92,7141
WV,54095,Tyler County,256.29,9208
WV,54097,Upshur County,354.64,24254
WV,54099,Wayne County,505.98,42481
WV,54101,Webster County,553.47,9154
WV,54103,Wetzel County,358.06,16583
WV,54105,Wirt County,232.51,5717
WV,54107,Wood County,366.26,86956
WV,54109,Wyoming County,499.45,23796
WI,55001,Adams County,645.65,20875
WI,55003,Ashland County,1045.04,16157
WI,55005,Barron County,862.71,45870
WI,55007,Bayfield County,1477.86,15014
WI,55009,Brown County,529.71,248007
WI,55011,Buffalo County,671.64,13587
WI,55013,Burnett County,821.85,15457
WI,55015,Calumet County,318.24,48971
WI,55017,Chippewa County,1008.37,62415
WI,55019,Clark County,1209.82,34690
WI,55021,Columbia County,765.53,56833
WI,55023,Crawford County,570.66,16644
WI,55025,Dane County,1197.24,488073
WI,55027,Dodge County,875.62,88759
WI,55029,Door County,481.98,27785
WI,55031,Douglas County,1304.14,44159
WI,55033,Dunn County,850.11,43857
WI,55035,Eau Claire County,637.98,98736
WI,55037,Florence County,488.20,4423
WI,55039,Fond du Lac County,719.55,101633
WI,55041,Forest County,1014.07,9304
WI,55043,Grant County,1146.85,51208
WI,55045,Green County,583.96,36842
WI,55047,Green Lake County,349.44,19051
WI,55049,Iowa County,762.58,23687
WI,55051,Iron County,758.17,5916
WI,55053,Jackson County,987.72,20449
WI,55055,Jefferson County,556.47,83686
WI,55057,Juneau County,766.93,26664
WI,55059,Kenosha County,271.99,166426
WI,55061,Kewaunee County,342.52,20574
WI,55063,La Crosse County,451.69,114638
WI,55065,Lafayette County,633.59,16836
WI,55067,Langlade County,870.64,19977
WI,55069,Lincoln County,878.97,28743
WI,55071,Manitowoc County,589.08,81442
WI,55073,Marathon County,1544.98,134063
WI,55075,Marinette County,1399.35,41749
WI,55077,Marquette County,455.60,15404
WI,55078,Menominee County,357.61,4232
WI,55079,Milwaukee County,241.40,947735
WI,55081,Monroe County,900.78,44673
WI,55083,Oconto County,997.99,37660
WI,55085,Oneida County,1112.97,35998
WI,55087,Outagamie County,637.52,176695
WI,55089,Ozaukee County,233.08,86395
WI,55091,Pepin County,231.98,7469
WI,55093,Pierce County,573.75,41019
WI,55095,Polk County,913.96,44205
WI,55097,Portage County,800.68,70019
WI,55099,Price County,1254.38,14159
WI,55101,Racine County,332.50,195408
WI,55103,Richland County,586.15,18021
WI,55105,Rock County,718.14,160331
WI,55107,Rusk County,913.59,14755
WI,55109,St. Croix County,722.33,84345
WI,55111,Sauk County,830.90,61976
WI,55113,Sawyer County,1257.30,16557
WI,55115,Shawano County,893.06,41949
WI,55117,Sheboygan County,511.27,115507
WI,55119,Taylor County,974.88,20689
WI,55121,Trempealeau County,732.96,28816
WI,55123,Vernon County,791.58,29773
WI,55125,Vilas County,856.60,21430
WI,55127,Walworth County,555.13,102228
WI,55129,Washburn County,797.11,15911
WI,55131,Washington County,430.70,131887
WI,55133,Waukesha County,549.57,389891
WI,55135,Waupaca County,747.71,52410
WI,55137,Waushara County,626.15,24496
WI,55139,Winnebago County,434.49,166994
WI,55141,Wood County,793.12,74749
WY,56001,Albany County,4273.84,36299
WY,56003,Big Horn County,3137.10,11668
WY,56005,Campbell County,4802.71,46133
WY,56007,Carbon County,7897.58,15885
WY,56009,Converse County,4254.88,13833
WY,56011,Crook County,2854.41,7083
WY,56013,Fremont County,9183.81,40123
WY,56015,Goshen County,2225.39,13249
WY,56017,Hot Springs County,2004.09,4812
WY,56019,Johnson County,4154.15,8569
WY,56021,Laramie County,2685.91,91738
WY,56023,Lincoln County,4076.13,18106
WY,56025,Natrona County,5340.35,75450
WY,56027,Niobrara County,2626.04,2484
WY,56029,Park County,6942.08,28205
WY,56031,Platte County,2084.21,8667
WY,56033,Sheridan County,2523.99,29116
WY,56035,Sublette County,4886.54,10247
WY,56037,Sweetwater County,10426.65,43806
WY,56039,Teton County,3995.38,21294
WY,56041,Uinta County,2081.26,21118
WY,56043,Washakie County,2238.55,8533
WY,56045,Weston County,2398.09,7208
